IVNO,genus_species,spec_as_int,B11_X,B11_Y,B11_Z,Na23_X,Na23_Y,Na23_Z,Mg26_X,Mg26_Y,Mg26_Z,Al27_X,Al27_Y,Al27_Z,P31_X,P31_Y,P31_Z,S34_X,S34_Y,S34_Z,K39_X,K39_Y,K39_Z,Ca44_X,Ca44_Y,Ca44_Z,Fe54_X,Fe54_Y,Fe54_Z,Mn55_Y,Mn55_X,Mn55_Z,Co59_X,Co59_Y,Co59_Z,Ni60_X,Ni60_Y,Ni60_Z,Cu63_X,Cu63_Y,Cu63_Z,Zn66_X,Zn66_Y,Zn66_Z,As75_X,As75_Y,As75_Z,Rb85_X,Rb85_Y,Rb85_Z,Sr88_X,Sr88_Y,Sr88_Z,Mo98_X,Mo98_Y,Mo98_Z,Cd111_X,Cd111_Y,Cd111_Z
588128,X_Vitis_labrusca,4,-0.63438827,-0.52039415,-0.5226367,3.5583377,-0.069640085,-0.019814005,-0.3341268,-0.17312333,3.0858579,-0.15232462,-0.76922023,-0.15804203,0.78281176,-0.13566756,-0.2518676,-0.31563148,1.5950743,4.8872323,1.1193889,-0.45201427,-1.4814018,-0.84438086,-0.5350311,1.8622137,-0.071480766,-0.23645234,0.25824937,-0.59619564,-0.45046076,2.389034,-0.5251052,-0.42402762,1.6581734,-0.19447054,-0.28701985,-0.030463926,1.0045843,0.650268,-0.20500231,-0.23711152,-0.77103513,1.5030394,-0.8458092,0.09791502,0.6137734,0.56538117,-0.33315143,-0.80388415,-0.6071188,0.18952265,4.2389846,1.7253048,1.6672728,3.4937737,-0.31935227,0.058583193,0.57104063
588138,X_Vitis_labrusca,4,1.0529132,-0.1139294,-0.7988398,1.8361504,-0.507896,-0.5325517,-0.7748406,-0.3928473,1.4512419,1.0352689,-0.8128252,0.7063984,0.6552267,0.11879385,-1.9254955,-0.42500535,0.019207684,0.637401,1.2646302,0.7337611,-1.6271417,-1.2199963,-0.5101143,0.8470527,-0.8298632,-0.7506843,1.581317,-1.0412277,-0.7426467,1.0806853,-0.5737374,-0.31702572,2.174232,2.861628,1.0682977,1.4046143,0.5622725,0.57087725,-0.06540553,0.27791792,-0.48052773,0.34305853,0.85393834,0.3547897,3.5528705,0.4028968,-0.09253415,-0.91531163,-1.0942882,-0.5003834,0.8048971,-0.6857642,-0.7733787,-0.80835074,-0.07837218,0.039710682,0.40678644
588165,X_Vitis_labrusca,4,2.4683468,-0.5516351,-0.6299209,1.8272059,0.00205307,-0.6782802,-0.25461623,0.021840198,3.4805646,-0.294993,-0.519968,-0.5490626,0.6616242,1.0493217,-0.58813524,-0.71537125,0.9553711,-0.10193995,1.0755833,1.4665669,-1.2718908,-0.9270892,-0.7832973,1.2668841,-0.5467432,-0.64206475,-0.31092194,-0.9410219,-0.047260847,0.1018724,-1.0728948,-0.020318061,0.059147,-0.06590451,-0.020674536,-0.099892326,-0.02707573,0.15787297,-0.6546615,-0.0365047,0.24850422,0.82707936,-0.2531674,0.11879569,0.056709714,0.5972807,0.4064912,-0.84045947,-0.9626619,-0.795387,1.2024127,-0.8136507,-0.826719,-0.8765977,-0.16671665,-0.020540703,0.64956516
588169,X_Vitis_labrusca,4,0.7133398,-0.60716367,-0.36817965,0.58063364,-0.8975621,-0.52429867,-0.5721775,0.23301266,2.648657,-0.069685444,-0.6311362,-0.20341665,0.46545115,-0.8623241,-0.86134803,0.03517945,-0.61621326,-0.18911183,0.5919937,-1.4548213,-1.4940423,-0.5257573,0.28116754,1.4063543,-0.6239526,-0.65810025,-0.7421278,-0.609141,-0.490995,0.5888413,-0.55441487,-0.45790988,0.95903987,-0.36560318,-0.4458223,-0.3381431,0.25594378,-0.5589972,-0.77692795,-0.4939219,-0.61572015,0.14387417,-0.15794826,-0.5949607,0.5074733,1.2206454,-0.5750431,-0.75068116,-0.5883786,0.3680361,1.4722412,1.1845522,0.46228865,-0.23329726,-0.3202117,-0.23516244,-0.19663684
588173,X_Vitis_labrusca,4,-0.41932344,-0.010717406,-0.04386557,0.5864553,-0.45063618,-0.5739303,-0.46984872,0.26872128,2.7079115,-0.31236866,-0.63898325,0.24657674,0.5854381,0.4363663,-1.4183276,-1.0363525,0.90708804,0.16249414,1.1362878,0.71563524,-1.2378532,-0.8617579,-0.5423879,0.90115434,-0.6079549,-0.6832345,0.3830157,-1.1736048,-0.47753507,0.65190285,-1.1469101,-0.04450935,1.1400025,-0.119676985,0.010822646,0.040992506,0.75708824,1.1213672,-0.30407172,-0.11150176,-0.33915633,0.851507,-0.121463686,0.6252653,1.2310023,0.49951518,0.06351877,-0.7697977,-0.88989556,-0.54711175,0.75965685,-0.81903064,-0.8249099,-0.8322262,-0.16679434,0.124773875,0.54875547
588182,X_Vitis_labrusca,4,0.06556502,0.008680204,0.61775917,2.1050138,-0.6866223,-0.43205792,-0.03473448,0.1670714,1.726579,0.30809417,-0.67869353,0.8887227,0.6200592,-0.60160506,-1.4121763,-1.1493913,0.18921863,2.0286953,1.0399839,0.38610846,-1.0580933,-0.85586745,-0.48820964,0.20299332,-0.42026392,-0.42196688,1.1308185,-0.99202895,-0.7017412,2.2378352,-0.98996127,-0.6389254,2.5019565,0.12153877,-0.13381454,0.42669043,1.3066672,0.6740312,-0.1013394,-0.1347139,-0.7444919,2.0204136,-0.10794659,-0.3586345,1.5293751,0.16780433,-0.3542795,-0.8570271,-0.85681856,-0.36009848,0.15314943,-0.71336746,-0.73813033,-0.7724502,-0.28109324,-0.09051887,0.05411103
588194,X_Vitis_labrusca,4,0.6063881,0.23143668,-0.6458582,0.29100373,-0.20316082,-0.3903631,-0.700555,-0.10344173,2.090796,-0.022148406,-0.61822116,0.15324181,0.32379866,-0.09869546,-0.5872994,-0.6486438,-0.16043101,-0.06471389,0.82069755,0.44766808,-1.1706295,-1.0418675,-0.67349267,0.73157346,-0.83007914,-0.7835168,0.32929778,-0.90185106,-0.010008588,1.6467578,-0.8960552,0.08440652,1.0946028,-0.123881854,-0.11251799,0.24278027,0.41855624,0.87327915,-0.3537109,-0.49089596,-0.5688472,0.4878435,-0.4499579,-0.2180334,1.0831244,0.19467269,-0.3086346,-0.89863,-1.0511786,-0.5857061,0.852267,-0.15428843,-0.33988938,-0.62082946,-0.3097258,-0.20467271,0.12855339
588277,X_Vitis_labrusca,4,-0.7822146,-1.0593091,-0.57279253,1.4207056,-0.7794919,0.23035008,-0.42880878,-0.2666448,1.8413806,0.101358525,-0.8349463,0.84662116,0.22822906,-0.55844116,-1.2271988,-0.6073053,-0.591586,2.8171172,0.8488639,0.3394854,-1.1775789,-0.88360965,-0.6115671,1.4413391,-0.8593772,-1.1673521,0.51360303,-0.94721156,-0.643072,3.4143817,-1.1069471,-0.7943021,2.0937262,-0.26920572,-0.4084873,-0.055093095,0.49109122,0.16321081,-0.29638594,-0.6174134,-0.8962997,1.4480556,-0.5902106,-0.56796664,0.5343059,0.089445926,-0.37508747,-0.8133638,-0.77147794,-0.38198128,1.4636754,-0.781348,-0.82991594,-0.7962069,-0.22590719,-0.004239357,0.59741753
588307,X_Vitis_labrusca,4,0.2497312,-0.50842714,-0.7353146,2.9428086,-0.50558573,-0.053455643,-0.3147376,0.003249032,1.6563525,-0.30600324,-0.8731491,0.60764295,0.5425783,-0.40370294,-1.7777256,-0.71733975,-0.05439928,1.1251154,1.0586525,0.06516944,-1.2124504,-0.95555556,-0.60491085,0.6377969,-0.9752965,-1.1582066,0.13801113,-0.6753185,-0.59794956,0.39292726,-0.6807903,-0.6350009,0.3396824,-0.08818001,-0.27519017,0.07117457,0.84788483,0.37284288,-0.27652234,-0.017424688,-0.875715,0.43551245,-0.58238745,-0.5823407,-0.14904773,0.52308667,-0.18467563,-0.78497887,-0.93188137,-0.3846145,0.81043494,-0.6008408,-0.752656,-0.8281782,0.2893442,0.26518872,0.4805303
588583,X_Vitis_labrusca,4,-0.07406529,1.0250881,-0.021241577,1.6142919,0.15269044,-0.74111277,-0.60723895,-0.5732657,1.8550023,0.4097755,-0.3622429,-0.13661304,0.87917626,0.70338625,-1.0826367,-0.27664807,0.41440994,-0.50307333,1.6300346,1.7614174,-0.9330034,-1.284378,-1.1271822,0.63985336,-0.8897959,-0.96898896,-0.01731816,-1.1122674,-0.75354326,0.3775006,-1.1914005,-0.82592076,0.17271891,0.4974306,0.21417002,-0.027351234,0.73717713,0.38767076,-0.7169646,-0.12504032,-0.6209952,-0.20977227,1.8442436,1.9012232,1.2615651,0.120407514,-0.08689569,-0.8582349,-1.132894,-0.9869912,0.90905285,-0.63513815,-0.6912546,-0.82517457,-0.01188551,0.022892522,0.4609153
588584,X_Vitis_labrusca,4,-0.9373535,-0.083608285,0.34802067,-0.3607162,-0.7084343,-0.2072762,-0.5321924,0.10092688,1.5541295,0.13736545,-0.36604804,1.765448,0.62966985,-0.78820837,0.24644569,-0.20817162,0.5362167,0.80944616,1.1647695,-0.27458408,-1.2803484,-0.7411037,0.12946914,1.5041022,-0.37999046,0.024515895,1.8710353,-0.041888304,0.60284436,1.9349772,-0.20159361,0.59126776,1.7931739,-0.1574346,0.094130486,0.4250527,0.30308574,-0.34829122,-0.5392329,-0.38605005,-0.010426255,0.93089294,-0.32626623,0.48001727,2.722811,-0.35644406,-0.8660003,-0.9330952,-0.8698868,0.031577896,1.2774656,-0.78991616,-0.7824608,-0.7468432,-0.25035295,-0.000182718,0.03952441
588585,X_Vitis_labrusca,4,1.9892187,0.29794642,0.17017892,1.1435915,-0.48810557,-0.59534895,-0.49947625,-0.3585425,2.1127002,0.46000782,-0.791014,0.36441487,0.6663725,-0.5748925,-1.2515917,-0.7360866,-0.5251976,0.5631132,0.9260171,0.50346833,-0.7201098,-0.94263494,-0.62706316,1.259209,-0.11566146,-0.64133924,1.361688,-0.73760206,-0.57575476,1.1414827,-0.69447196,-0.72305644,1.1934617,0.23321427,-0.10655724,0.29456913,1.3252516,0.54696125,0.031908043,-0.39932802,-0.8130912,0.33864576,-0.03614314,-0.41242152,1.6421424,0.00747717,-0.46242392,-0.81015235,-0.970794,-0.5769653,1.2929808,-0.70604223,-0.84931725,-0.83030045,0.1955923,-0.08033806,0.33876565
588647,X_Vitis_labrusca,4,-0.3321821,0.06159383,-0.26013055,0.87947476,-0.31002304,-0.15825297,-0.71327364,-0.3859054,1.5019813,-0.13273555,-0.45959336,2.518174,0.29398662,-0.18831763,-1.4416984,-0.87833554,-0.62525576,1.3063687,1.208612,1.7743543,-1.0118634,-1.1379398,-0.48601446,1.2343562,-0.9361078,-0.8835433,1.5009193,-1.1639898,-0.8415919,2.667313,-1.2034471,-0.67765427,2.3984563,0.123535976,0.05136734,0.47494942,0.49231842,1.1151795,0.8913829,-0.033348642,-0.35983086,2.1117194,0.09975929,0.62504923,3.4709806,0.18479185,-0.1838355,-0.85253996,-1.0784776,-0.4018616,1.1485373,-0.6929577,-0.7523723,-0.7872032,-0.20119897,0.048853662,0.4855641
588648,X_Vitis_labrusca,4,-0.7084218,-0.6713721,-0.5600505,-0.42350212,-0.7192951,-0.08298204,-0.5954787,-0.000121947,1.984302,-0.30726534,-0.8464778,1.4551927,-0.36505646,-0.72949445,-1.4435194,-1.0477828,-0.4443828,0.18994892,0.20939878,0.3232662,-0.8728293,-0.62559575,-0.40952688,0.7826047,-0.6684362,-0.82896703,0.40748882,-1.0334347,-0.7605321,1.9992436,-1.2681835,-0.9024472,1.7728491,-0.29544422,-0.36396572,0.046988994,0.05495423,0.35249275,-0.58625513,-0.62176365,-1.0883301,0.3194938,-0.43051434,-0.3413583,1.099313,-0.4775537,-0.6869468,-0.91522264,-0.72705746,-0.32183933,0.52466327,-0.71093804,-0.7567653,-0.80215526,0.16888814,-0.18475388,0.1474068
588658,X_Vitis_labrusca,4,-1.1148477,-0.81523114,-0.4997342,1.1193616,-0.64846903,0.28554317,-0.7882143,-0.011826065,2.3525696,0.048326094,-0.66970956,0.24845839,-0.18730251,-0.045807756,-0.45255023,-1.1385214,-0.88523656,-0.003526464,1.1382822,0.639464,-0.39288053,-1.2145364,-0.58225155,0.8217632,-1.1419979,-1.2500178,0.94910794,-1.0617399,-0.8418581,1.1970193,-1.1662921,-0.86467427,0.91337645,-0.38937154,-0.38796806,-0.19575468,-0.005077658,-0.09634717,-0.6124041,-0.7242238,-0.82517564,1.0779701,-0.4265242,-0.58439064,0.117029,-0.051973898,-0.533033,-0.86965543,-1.1044457,-0.54392433,0.5831476,-0.71537745,-0.7867469,-0.8220153,-0.06710496,0.049615115,0.747579
588675,X_Vitis_labrusca,4,-1.1059084,-0.7214332,-0.38320056,0.3908187,0.12286599,0.5014091,-0.6037907,-0.37662297,0.8239559,-0.37101027,-0.6869119,1.6873176,-0.13355209,0.59497464,1.188921,-1.0383798,-0.6082032,1.0852078,0.7318214,0.44408637,-0.94758445,-1.0435702,-0.7418514,0.66738254,-0.95083654,-1.408664,0.44779658,-0.99560136,-0.77195597,3.0722568,-1.0710942,-0.8971597,1.9249164,-0.40713263,-0.3600677,-0.0816109,0.05520357,0.25321707,0.15511549,-0.27998918,-1.038013,0.7743353,-0.3902259,-0.6741868,1.3049209,0.1310007,-0.28098992,-0.8083094,-0.9269082,-0.5690986,1.0616292,0.08686055,0.06742617,0.4824974,-0.4529891,-0.32291302,-0.07982692
594349,X_Vitis_labrusca,4,2.717948,0.20908952,-0.6508272,3.6168325,0.98122835,-0.029931176,-0.05080849,-0.40302315,0.5242334,-0.07638823,-0.54022324,0.7206817,0.74415165,0.9203541,0.7220993,-0.25620317,-0.30659032,1.2266308,0.79255855,1.4246972,-1.5899044,-0.9841594,-0.995827,0.82767135,-0.5472607,-0.7001255,-0.1774233,-1.1540627,-0.8033438,0.9714685,-0.9311056,-0.57302606,1.5223205,-0.18016335,-0.21434473,-0.10184065,1.3254355,1.1752458,0.26767775,-0.026894948,-0.2669773,0.61524904,0.30156225,-0.01842242,0.2179565,1.4536136,1.341046,-0.617801,-0.95163214,-0.89775497,0.94509315,-0.19721213,-0.27078214,-0.4346734,-0.17833716,-0.20392588,0.112497464
597172,X_Vitis_labrusca,4,0.8631043,-0.80566496,-0.33564577,0.82726425,-0.6548154,0.037921,-0.8325794,-0.2735144,2.3493629,0.96143705,-0.7094134,0.8537293,0.077010654,0.038551938,0.019890912,-0.9498845,-1.001352,1.0459155,0.7691251,0.15327115,-1.3663822,-1.1587392,-0.74202967,0.96000046,-1.1686354,-1.417253,-0.18533777,-0.9570026,-1.0970738,2.4978611,-0.9774077,-1.1641822,1.8891172,-0.360874,-0.45751548,-0.10410378,-0.20180385,-0.19095822,0.09175841,-0.56225675,-0.84344643,1.9633356,-0.60062194,-0.555005,0.11003624,0.38590053,-0.15533568,-0.8597395,-1.0975149,-0.7790114,0.43233952,-0.6742174,-0.7071967,-0.71018887,-0.05943465,-0.12140949,0.3487787
597203,X_Vitis_labrusca,4,1.159384,-0.90346384,-0.55007434,3.924137,-0.7184109,0.15060145,-0.5075622,0.25538555,3.7426567,0.25716898,-0.41737023,1.4184209,0.91118604,-0.5748184,-0.7144331,-0.92343575,-0.9181519,0.4522388,1.5127074,-1.0886415,-1.4954168,-1.0052294,-0.4187245,1.2028322,-0.6181282,-0.9656445,0.47630525,-1.149784,-0.88596183,1.0153888,-1.1318483,-0.8847085,0.7790938,-0.36171848,-0.36685538,-0.24949673,0.44811568,-0.4033987,-0.49371982,-0.24477197,-0.548916,2.1009126,0.35078004,-0.40815765,0.4966256,0.88920116,-0.5447009,-0.84085524,-1.0480989,-0.4642584,0.9245591,-0.71373117,-0.77412075,-0.73665637,0.26062557,-0.000471047,0.6425791
597228,X_Vitis_labrusca,4,0.048803374,-1.0761986,-0.5164863,1.3311884,-0.87221235,-0.26640585,-0.7059413,0.28435197,2.025423,-0.31928626,-0.89376193,-0.13811506,0.31036428,0.5312779,1.3217312,-0.39662436,0.51032585,1.6455603,0.57198143,-0.47161913,-1.0049736,-1.1229879,-0.1753672,1.3281873,-0.90161,-1.1755834,-0.57762057,-0.68517536,-0.61727977,1.7794057,-0.748914,-0.77741396,0.884365,-0.48226184,-0.42079228,-0.24364111,-0.028778784,-0.15501694,-0.35461688,-0.75493896,-0.9775166,0.3292326,-0.31337115,-0.5765304,-0.13447791,-0.5039002,-0.87018615,-0.95156664,-0.9892967,0.2965293,1.7801349,1.2936218,0.79496324,0.8718804,-0.4392657,-0.28431964,0.019632058
588152,X_Vitis_palmata,5,5.23609,-0.69805104,-1.2926356,2.975455,-0.3673402,0.13281877,-0.59881395,-0.5648448,0.20622516,0.95699275,-0.21255465,0.96820575,1.2031413,1.03817,3.4461946,-1.2943794,0.07545701,0.35914093,-0.23239952,0.31237808,0.12613241,-1.144081,-1.0580086,-0.27704522,-0.6201459,-0.9990979,-0.051784895,-0.34215486,-0.3005319,1.8414505,0.23244934,0.6448765,2.7510583,4.0416694,2.9081864,4.9147644,0.1570645,-0.1034642,0.002215184,-0.09236332,-0.6712344,0.28019252,0.6512822,-0.38944772,0.8838054,0.60610276,0.5178311,-0.016995922,-1.1314205,-1.0174317,-0.22545008,-0.3369107,-0.5422849,-0.3275491,0.18216015,0.07931797,0.12701674
588155,X_Vitis_palmata,5,1.9043878,-0.8792367,-0.6688139,1.7500876,-0.6081742,-0.37754232,-0.8243668,-0.7915977,1.3956976,0.95926994,2.0732396,0.052071694,1.5044324,0.8134321,1.9962208,-0.13322046,0.066318914,0.906787,0.26319045,0.6323766,-1.28551,-1.089407,-0.9500936,0.77200216,-0.42873427,-0.6945521,0.36998937,0.59825057,-0.31494528,0.57096356,0.95545936,0.023357328,1.0183632,1.0881932,0.43213636,0.7996849,-0.002046907,-0.39867252,-0.23180293,0.855549,-0.39234045,0.46007377,8.329366,0.9564538,-0.2211422,1.4138005,0.48110366,-0.6557028,-1.1022441,-0.62933373,0.68261045,-0.1329068,-0.34279576,-0.1850941,-0.20036653,-0.22583729,0.23446462
588201,X_Vitis_palmata,5,0.77775055,-0.36766988,-0.405099,2.1486306,-0.536858,0.057483613,-0.7859989,-0.66477865,-0.19587655,-0.23662946,-0.70484513,-0.13255225,1.3208983,-0.12908933,-0.29426947,0.053987306,-0.18891141,-0.2629969,0.22084917,0.38292062,-0.7724051,-1.123292,-0.9575955,-0.5951228,-0.82520974,-0.521274,-0.29396787,-0.09204971,-0.33988786,0.83247995,1.3130411,3.1881173,3.951411,4.5282016,3.9553668,5.2436714,0.033718448,-0.14159714,-0.40441722,-0.003095937,-0.63704365,-0.003416355,0.36423364,-0.319033,-0.6497492,1.1740594,0.46631607,-0.21326405,-1.0903581,-0.83152175,-0.33237612,-0.62513936,-0.6847301,-0.6873076,0.8682145,0.24170299,0.36866468
588233,X_Vitis_palmata,5,2.4849627,-1.056594,-1.1061723,1.4361206,-0.47065872,0.16664115,0.018789466,-0.37125164,0.35146528,0.24096856,-0.7165286,0.016142173,0.9341339,0.98925626,1.6513321,-1.5507412,0.54786396,-0.12711048,0.11402519,-0.6764882,-0.96883744,-0.045130465,0.2914678,1.2880514,0.17154868,-0.5024265,0.3020942,0.68931884,0.52852434,2.0552664,1.0774634,0.94773567,2.198404,0.6727935,0.33475542,1.1606878,0.22600253,-0.36187795,-0.61436397,-0.029133866,-0.49070695,0.961147,-0.26653513,-0.068809524,0.11151274,-0.2916734,-0.60282236,-0.8330806,-0.10726065,0.24423373,1.0312229,-0.59028083,-0.6762665,-0.5890779,0.14100471,-0.33360222,0.9683556
588467,X_Vitis_palmata,5,0.4757909,-0.8546552,-1.2471858,2.6700528,-0.32154793,-0.2190431,-0.7223108,-0.6834764,-0.33025348,0.4414281,-0.6473572,0.39725703,1.1616125,0.05460436,0.27156165,-0.39762878,-0.6193061,-0.031648364,0.6917247,0.8082891,0.50751275,-1.0779613,-1.1635783,-0.9358981,-0.805627,-1.2057248,-0.73321426,0.07290324,-0.09251148,0.23584038,0.37450343,0.38095933,1.0471785,2.5139422,1.4626508,1.7678015,0.19960904,-0.36145377,-0.5172191,0.3440269,-0.7587351,-0.3591437,-0.39145926,-0.85386145,0.52562046,0.2283823,-0.14453022,-0.40994158,-1.1315079,-1.0510952,-0.8016395,-0.49314007,-0.6427738,-0.6168185,-0.16914865,-0.24408366,-0.22759275
255189,X_Vitis_riparia,6,-1.1213325,-0.30349723,0.49627867,-0.25494692,-0.77733976,-0.17011741,-0.84181505,-0.76645076,1.2994179,0.10136202,-0.75246596,0.70170116,0.47411975,-0.10343945,0.29504424,-1.679466,0.19514266,1.2423723,0.2028591,0.11897417,-0.9485082,-1.1387813,-0.29715243,1.4587796,-0.3559975,0.34184211,1.6309202,-0.79449195,-0.76738656,2.346125,-0.7527309,-0.8494608,1.1353582,0.25843567,-0.22253326,-0.14831556,-0.2690924,-0.2817527,-0.799077,-0.5028411,-1.0216314,0.520394,-0.34636977,-0.44968092,0.7755088,1.5502264,-0.38926816,-0.7959966,-1.102063,-0.3524437,1.0868049,-0.07485581,0.27501246,0.3930872,-0.06962552,-0.19933651,-0.0643245
279897,X_Vitis_riparia,6,-1.1189631,0.28444186,0.8945419,0.5435131,-0.55340344,-0.47570193,-0.46131626,-0.5287247,0.58156806,-0.31037295,-0.85032016,-0.5280709,0.73057073,0.34956172,2.2247717,-0.5282926,-0.004857051,-0.118171714,0.668438,-0.036642868,0.076445505,-0.23452573,0.1061898,1.6226265,-0.9879139,-0.75286573,-0.80824006,-0.78677315,-0.8513417,0.42976034,-0.8639841,-0.8528994,0.27561438,-0.43168235,-0.51179767,-0.4141758,-0.93983614,-0.8175489,-1.0807775,-0.7542096,-1.1333393,-0.5856427,-0.7121,-0.41678348,-0.21054569,1.2388725,-0.20597744,-0.6124865,-0.3809117,0.20340668,1.5866157,-0.52686393,-0.28155696,-0.10248059,-0.43062535,-0.4253489,-0.3373963
313922,X_Vitis_riparia,6,3.5912738,0.031054314,-0.7323729,3.4596012,-0.806565,-0.7539837,-0.6281792,-0.56381875,-0.64211935,-0.19601907,-1.0511863,-0.6231912,-0.28509226,-0.45108196,-2.2305667,-0.5291857,0.371035,-1.6676271,-0.102218874,0.661409,-0.49536243,-0.7083331,-0.29246962,-0.07770227,-0.90120167,-0.52233976,-0.73697853,-1.1597788,-0.8736864,-0.6031541,-1.390447,-0.97206354,-0.9270682,0.12223125,-0.436793,-0.48880106,-0.9527356,-1.0072312,-1.2496703,-0.8551927,-1.0130796,-0.88780576,-0.22350958,-0.7446294,-0.5902859,0.64244473,0.006457883,-0.7811509,-0.7199557,-0.04537417,0.14017202,-0.16558227,0.29663396,0.047672175,-0.3875918,-0.43984604,-0.38410372
483165,X_Vitis_riparia,6,-0.18195544,-0.4303613,0.16117297,-0.4398853,-0.6299318,-0.4234712,-0.94270283,-0.94860923,1.4500535,1.8039347,-0.6787243,0.4599335,0.21945052,-0.73677325,-1.2234876,-1.007479,-0.7138478,-0.4607031,1.348626,-0.27003974,-1.9404262,-1.1971357,-0.83247715,1.0521456,-0.9034299,-0.7632931,-0.052008774,-1.2982109,-0.3901766,0.2001088,-1.33692,-0.527435,-0.19087106,-0.46990827,-0.47072628,-0.42396685,-0.6583496,-0.76503253,-0.912717,-0.20177263,-0.7517496,0.19285434,-0.5762066,-0.476111,0.14542226,-0.27956462,-0.7445274,-0.9755802,-1.1049829,-0.75218815,0.72700536,-0.56626457,-0.4990126,-0.115855604,-0.43930173,-0.11285023,23.302177
483166,X_Vitis_riparia,6,0.8613645,-0.3648694,-1.0327307,0.9861083,-0.7035816,0.19520555,-0.6980134,-0.91626596,0.13282436,0.090135746,-0.8170683,3.0018728,0.3267604,-0.9276284,-0.90954095,-0.95792615,-0.6393138,0.24779573,0.7952145,-0.5002504,-1.4724593,-0.86108255,-0.37356284,1.100569,-0.5399153,0.16232264,0.48135057,-0.6313389,-0.5182294,1.4389402,-0.5663127,-0.51766574,1.8325859,-0.14026862,-0.24936482,17.386492,-0.5280457,-0.6468137,-0.78782016,-0.10056846,-0.6518957,3.3976114,-0.56709194,-0.69521964,0.16714698,1.5335641,-0.13235117,-0.71942675,-0.9832356,-0.23131028,1.24468,-0.38666254,-0.28745723,-0.23211512,-0.22876208,-0.33427176,0.48573783
483167,X_Vitis_riparia,6,5.2866983,0.3174439,0.6417186,0.60446274,-0.88337606,-0.5674834,-0.7567437,-0.52008945,0.44685504,1.0257602,-0.5685629,-0.066759974,0.00563303,-1.0542349,-1.9553145,-0.028675461,0.4724545,0.7770722,0.070135795,0.41320682,-0.30585822,-0.94146574,-0.27869874,0.8078536,-0.74695534,-0.14762336,0.57807356,-0.85175025,-0.6391932,1.0547631,-0.9611604,-0.789167,0.75007606,-0.40815368,-0.45961463,-0.2874246,-0.89310956,-0.8941973,-1.1584997,-0.5013556,-1.0143855,0.14760715,-0.28224722,-0.5723342,-0.38662514,1.0755773,-0.22240977,-0.579626,-0.87876624,-0.04692492,0.8776146,-0.34350303,0.38592023,0.2116509,-0.35897017,-0.3189598,-0.20652772
483168,X_Vitis_riparia,6,-1.1258883,-0.1301795,-0.6239571,-0.48495677,-0.31933975,-0.62478375,-0.79990494,-0.36184323,0.7626561,-0.109656654,-0.83371973,-0.53299063,0.48623687,-0.3814156,-1.4741795,-1.206206,-0.15761481,-1.1944085,0.33212617,1.1718693,-0.31020886,-0.69752413,0.075463116,1.3747964,-0.17827329,0.2673233,1.4296117,-0.10044256,0.018899536,0.40187618,0.3651828,0.36217284,0.8455049,-0.11455601,-0.25429106,-0.22842427,-0.27462447,-0.35599878,-0.83423305,-0.35632145,-0.5861031,-0.3679623,0.4347917,-0.18188909,-0.29827783,1.9292774,0.6497899,-0.4135564,-0.7452679,0.06592812,1.145188,-0.3725306,-0.14605221,-0.18834297,-0.04553564,0.006824136,-0.007843059
483169,X_Vitis_riparia,6,-0.4443219,-0.59665686,-0.7839462,0.23176497,-0.97371656,-0.7967656,-0.43684137,0.39057204,2.362975,-0.5566506,-0.95853055,-0.16158944,0.37951618,0.9182169,0.7857778,-0.47728992,-0.32678613,-0.4767051,0.72461224,1.3019459,-0.09743866,-0.48475757,0.67120546,2.2141197,-0.5608219,-0.13900006,1.3645358,-0.7030552,-0.7208838,0.16450879,-0.7272551,-0.8357637,-0.050016973,-0.3145557,-0.4883523,-0.33154386,-0.4125868,-0.72408396,-0.7886594,-0.58693045,-0.972839,-0.09614284,-0.51967645,-0.60478973,0.19294688,1.2896289,0.17344444,-0.5204339,-0.4225173,0.94395345,2.529878,-0.57843846,-0.15894295,-0.09692259,-0.22054248,-0.29088143,-0.278892
483170,X_Vitis_riparia,6,-0.26435894,0.086237594,0.13203236,-0.5970851,0.035210516,-0.66838795,-0.83491033,-0.9019472,-0.30866897,-0.27822548,-0.5922263,-0.34230134,0.292823,-0.7585027,-1.5729547,-0.16484006,-0.37874237,-0.24087971,0.93576956,0.059190825,-0.66202205,-0.9939405,-0.510797,1.3921119,-0.7855639,-0.67225677,0.3429446,-0.9809372,-1.0163504,0.038827386,-0.99979454,-1.104677,-0.15890531,-0.3900093,-0.49312493,-0.37792203,-0.2877677,-0.3765072,-0.771703,-0.6728573,-1.055617,-0.061787914,-0.45838398,-0.5116401,-0.23208147,-0.27933782,-0.693784,-0.94283867,-1.021799,-0.5517734,0.8597277,0.06432483,0.028828256,0.11792101,-0.27085027,-0.40236843,-0.18195914
